0	-172.49	-69.858	23.225	98.697
10.007	-174.83	-71.996	22.973	96.212
20.012	-173.34	-70.982	23.068	97.719
30.017	-173.35	-70.418	23.065	97.825
40.024	-178.36	-75.125	22.5	93.412
50.027	-174.53	-71.339	22.909	97.06
60.04	-176.11	-72.698	22.711	96.079
70.046	-172.16	-69.184	23.092	100.1
80.05	-173.53	-71.028	22.875	98.286
90.052	-176.51	-73.715	22.5	95.18
100.06	-173.18	-70.697	22.828	98.272
110.07	-175.68	-72.211	22.625	96.718
120.07	-172.79	-69.939	22.877	99.171
130.08	-176.23	-72.95	22.51	95.986
140.08	-177.38	-74.061	22.365	94.964
150.09	-175.5	-72.007	22.573	96.912
160.09	-175.41	-72.011	22.573	97.085
170.1	-173.89	-71.562	22.625	97.442
180.11	-171.92	-69.393	22.877	100.1
190.12	-172.03	-69.753	22.761	99.097
200.13	-180.96	-77.667	21.817	90.912
210.13	-174.14	-71.465	22.566	97.864
220.16	-171.82	-69.734	22.757	99.822
230.16	-179.61	-75.765	21.995	92.992
240.16	-176.88	-74.15	22.214	95.16
250.17	-172.14	-69.466	22.716	99.66
260.18	-171.39	-69.278	22.743	100.1
270.18	-177.06	-74.156	22.169	94.897
280.2	-178.21	-75.128	22.008	93.891
290.21	-171.59	-68.949	22.724	100.54
300.22	-172.26	-69.883	22.612	99.651
310.22	-171.66	-69.483	22.635	100.25
320.23	-177.45	-74.497	22.061	94.854
330.23	-178.54	-75.236	21.932	93.701
340.24	-176.43	-74.026	22.075	95.103
350.25	-174.43	-71.634	22.366	97.922
360.26	-178.52	-75.544	21.837	93.631
370.27	-173.13	-70.65	22.39	98.974
380.28	-173.84	-71.589	22.315	97.843
390.28	-171.9	-69.736	22.523	99.954
400.29	-174.22	-71.7	22.3	97.496
410.3	-178.98	-76.443	21.755	92.538
420.32	-172.3	-70.574	22.455	99.158
430.33	-173.63	-71.07	22.412	98.396
440.33	-175.77	-72.947	22.115	96.288
450.34	-178.97	-76.155	21.739	92.723
460.35	-178.53	-75.534	21.783	93.195
470.36	-173.08	-70.625	22.377	98.672
480.37	-178.9	-75.797	21.735	93.375
490.38	-177.2	-74.661	21.874	94.097
500.38	-177.31	-74.951	21.859	94.065
510.39	-173.31	-71.192	22.277	98.101
520.41	-177.83	-75.003	21.842	94.029
530.42	-170.04	-68.18	22.631	101.68
540.44	-171.7	-68.418	22.587	101.27
550.45	-175.78	-73.358	22.014	95.797
560.46	-172.09	-69.888	22.432	99.274
570.47	-175.36	-72.99	22.04	95.987
580.48	-171.44	-69.459	22.448	99.725
590.49	-170.06	-67.754	22.605	101.52
600.5	-171.7	-69.12	22.437	99.939
610.51	-174.97	-73.171	21.979	96.004
620.52	-173.8	-71.315	22.211	98.005
630.53	-176.15	-72.852	21.98	95.611
640.54	-178.5	-75.579	21.67	92.941
650.54	-176.59	-74.142	21.837	94.751
660.55	-169.07	-67.273	22.634	101.99
670.55	-169.12	-67.618	22.605	101.81
680.58	-179.88	-77.189	21.478	91.596
690.6	-171.54	-69.504	22.409	99.917
700.6	-171.22	-69.89	22.335	99.604
710.62	-169.64	-67.818	22.588	101.76
720.63	-173.42	-71.052	22.188	98.226
730.63	-175.01	-72.848	22.01	96.321
740.65	-173.13	-71.364	22.156	98.168
750.65	-171.83	-69.838	22.327	99.766
760.66	-170.94	-68.838	22.406	100.49
770.67	-174.69	-72.264	22.068	97.281
780.68	-173.66	-71.329	22.139	98.088
790.69	-169.69	-67.861	22.535	101.9
800.71	-169.5	-67.959	22.563	102.12
810.71	-179.72	-76.572	21.496	92.237
820.74	-170.21	-68.438	22.47	101.29
830.75	-175.68	-73.282	21.871	95.989
840.75	-169.7	-67.969	22.535	101.7
850.77	-169.69	-68.122	22.529	101.84
860.78	-173.64	-72.396	22.032	97.283
870.78	-178.13	-75.789	21.614	93.565
880.81	-171.22	-69.34	22.369	100.62
890.82	-174.58	-72.636	21.963	97.088
900.84	-170	-68.498	22.436	101.28
910.86	-178.73	-76.414	21.509	93.187
920.88	-168.02	-66.57	22.632	103.47
930.88	-178.74	-76.359	21.452	92.908
940.89	-171.34	-69.502	22.28	100.03
950.89	-172.56	-71.161	22.102	98.926
960.91	-171.62	-70.394	22.214	99.614
970.92	-178.09	-75.668	21.559	94.103
980.94	-174.37	-72.684	21.901	97.214
990.94	-168.01	-66.988	22.569	103.25
1001	-177.88	-75.94	21.53	93.895
1011	-167.66	-66.624	22.574	103.76
1021	-171.82	-70.532	22.145	99.53
1031	-173.14	-70.842	22.084	98.96
1041	-172.96	-70.981	22.102	99.31
1051	-172.8	-70.733	22.087	99.499
1061	-171.72	-70.044	22.208	100.45
1071	-170.61	-69.293	22.309	101.25
1081	-171.36	-69.429	22.275	100.99
1091	-173.15	-70.739	22.123	99.257
1101	-175.88	-73.577	21.829	96.473
1111	-171.7	-69.555	22.257	100.79
1121.1	-173.37	-71.263	22.069	98.69
1131.1	-169.28	-67.535	22.495	103.16
1141.1	-169.61	-67.39	22.545	103.83
1151.1	-169.36	-67.812	22.48	102.96
1161.1	-171.6	-69.63	22.232	100.52
1171.1	-175.66	-73.656	21.782	96.327
1181.1	-176.26	-74.07	21.74	96.177
1191.1	-171.2	-70.116	22.202	100.53
1201.1	-172.48	-70.927	22.14	99.457
1211.2	-173.47	-71.4	22.098	99.654
1221.2	-174.88	-72.715	21.946	97.86
1231.2	-170.67	-69.04	22.396	101.64
1241.2	-173.07	-71.189	22.162	99.584
1251.2	-171.52	-69.877	22.296	101.26
1261.2	-175.58	-73.109	21.944	97.546
1271.2	-169.45	-68.165	22.482	102.75
1281.2	-169.33	-68.417	22.491	102.73
1291.2	-172.51	-71.599	22.151	99.411
1301.2	-173.36	-72.487	22.048	98.882
1311.3	-169.28	-68.509	22.492	102.92
1321.3	-170.22	-69.99	22.309	101.48
1331.3	-172.77	-71.534	22.143	99.63
1341.3	-171.27	-69.911	22.327	101.43
1351.3	-170.08	-69.656	22.347	101.9
1361.3	-172.05	-71.41	22.159	100.18
1371.3	-172.15	-70.733	22.206	100.56
1381.3	-172.44	-70.899	22.148	100.25
1391.3	-170.78	-69.486	22.37	102.05
1401.3	-171.14	-69.719	22.309	101.55
1411.3	-173.42	-71.967	22.049	99.072
1421.4	-170.58	-69.416	22.331	101.86
1431.4	-172.77	-72.122	22.016	99.146
1441.4	-172.59	-71.512	22.133	99.884
1451.4	-175.58	-74.78	21.733	95.877
1461.4	-175.74	-74.874	21.702	96.176
1471.4	-175.65	-74.604	21.757	96.805
1481.4	-169.52	-69.193	22.399	102.82
1491.4	-171.7	-71.116	22.155	100.54
1501.5	-169.4	-68.666	22.45	103.71
1511.5	-172.7	-71.215	22.156	100.37
1521.5	-172.21	-71.387	22.125	100.34
1531.5	-170.45	-69.319	22.355	102.15
1541.5	-173.53	-72.39	22.004	99.305
1551.5	-176.77	-75.344	21.709	96.004
1561.5	-178.34	-76.682	21.484	94.779
1571.5	-170.29	-69.936	22.315	102.26
1581.5	-171.08	-70.938	22.2	101.1
1591.5	-171.66	-71.192	22.165	100.85
1601.6	-170.62	-69.953	22.312	101.5
1611.6	-177.77	-76.204	21.592	95.135
1621.6	-170.2	-69.45	22.357	102.49
1631.6	-173.1	-72.399	22.015	99.376
1641.6	-168.01	-67.869	22.539	104.21
1651.6	-171.67	-71.031	22.188	100.82
1661.6	-171.38	-70.751	22.216	101.12
1671.6	-168.94	-68.882	22.421	102.98
1681.6	-170.44	-69.948	22.32	102.07
1691.6	-173.32	-73.011	21.928	98.607
1701.7	-173.76	-73.1	21.925	98.49
1711.7	-176.45	-75.842	21.629	95.958
1721.7	-169.76	-69.366	22.382	103.08
1731.7	-170.43	-70.134	22.279	102.11
1741.7	-169.46	-68.701	22.456	103.67
1751.7	-175.2	-74.327	21.823	97.686
1761.7	-174.39	-73.189	21.91	98.751
1771.7	-169.56	-69.387	22.408	103.65
1781.7	-171.21	-70.332	22.251	102.06
1791.8	-168.11	-67.727	22.561	104.76
1801.8	-170.47	-71.288	22.156	101.1
1811.8	-177.81	-77.021	21.515	94.811
1821.8	-170.66	-70.339	22.226	102.04
1831.8	-172.97	-72.675	21.994	99.483
1841.8	-169.19	-69.353	22.363	102.83
1851.8	-171.44	-70.887	22.206	101.6
1861.8	-173.36	-72.525	22.024	99.768
1871.8	-168.91	-68.488	22.477	103.82
1881.9	-174.72	-73.869	21.865	98.416
1891.9	-170	-69.351	22.385	103.08
1901.9	-169.89	-70.036	22.303	102.54
1911.9	-176.67	-75.736	21.642	96.272
1921.9	-169.81	-69.732	22.362	102.86
1931.9	-168.69	-68.63	22.467	104.33
1941.9	-172.81	-72.306	22.049	100.08
1951.9	-172.92	-72.435	22.023	99.899
1961.9	-169.29	-69.726	22.327	102.94
1971.9	-175	-74.652	21.757	97.443
1981.9	-175.41	-74.866	21.758	97.564
1991.9	-168.22	-68.795	22.49	104.28
2002	-172.31	-72.655	21.998	100.26
2012	-172.72	-72.411	22.063	100.43
2022	-176.05	-75.242	21.714	96.974
2032	-169	-69.047	22.456	103.83
2042	-172.77	-72.027	22.081	100.36
2052	-169.49	-69.204	22.474	103.81
2062	-171.3	-70.76	22.268	101.83
2072	-171.82	-70.643	22.301	102.24
2082	-169.78	-69.535	22.429	103.73
2092	-174.73	-74.307	21.847	98.644
2102.1	-170.09	-70.102	22.425	103.34
2112.1	-168.54	-68.556	22.615	104.64
2122.1	-169.67	-69.574	22.459	103
2132.1	-176.2	-75.297	21.81	97.239
2142.1	-171.72	-71.923	22.221	101.17
2152.1	-169.44	-68.872	22.571	103.99
2162.1	-174.13	-73.271	22.06	99.523
2172.1	-171.19	-70.84	22.333	102.16
2182.1	-174.88	-74.195	21.971	98.708
2192.1	-170.49	-70.297	22.453	103.17
2202.2	-169.42	-69.185	22.543	104.22
2212.2	-170.64	-70.283	22.42	102.81
2222.2	-176.97	-76.038	21.754	96.642
2232.2	-176.4	-75.192	21.869	97.454
2242.2	-174.93	-73.972	22.016	99.153
2252.2	-168.14	-69.017	22.609	104.35
2262.2	-169.41	-69.767	22.558	104
2272.2	-175.94	-75.948	21.788	96.669
2282.2	-169.49	-69.141	22.576	103.93
2292.2	-167.99	-68.064	22.696	105.1
2302.3	-177.68	-77.005	21.618	95.746
2312.3	-178.37	-78.243	21.457	94.072
2322.3	-177.18	-76.839	21.571	95.344
2332.3	-175.35	-75.476	21.756	97.173
2342.3	-170.09	-70.188	22.365	102.49
2352.3	-171.29	-71.542	22.228	101.42
2362.3	-169.09	-69.62	22.383	103.28
2372.4	-173.51	-73.737	21.893	99.011
2382.4	-166.77	-68.041	22.595	105.21
2392.4	-171.08	-71.448	22.229	101.6
2402.4	-169.62	-69.54	22.413	103.49
2412.4	-177.62	-76.515	21.639	95.529
2422.4	-175.18	-74.159	21.911	98.138
2432.4	-170.5	-69.657	22.47	103.14
2442.4	-170.04	-69.744	22.415	102.83
2452.4	-175.12	-74.347	21.909	98.231
2462.4	-169.1	-68.924	22.573	104.14
2472.5	-173.34	-72.386	22.127	100.34
2482.5	-177.7	-76.578	21.622	95.431
2492.5	-172.37	-71.847	22.165	100.65
2502.5	-172.45	-71.969	22.137	100.85
2512.5	-170.87	-70.265	22.306	102.2
2522.5	-170.57	-71.184	22.212	101.6
2532.5	-179.59	-78.282	21.383	93.667
2542.5	-176.06	-74.829	21.705	96.906
2552.5	-172.79	-72.069	22.051	100.28
2562.5	-174.41	-73.826	21.881	98.409
2572.5	-171.79	-70.655	22.188	101.56
2582.6	-172.15	-71.465	22.093	101.19
2592.6	-170.08	-69.404	22.312	102.65
2602.6	-167.8	-67.314	22.538	105.58
2612.6	-174.68	-73.259	21.878	98.761
2622.6	-173.82	-72.78	21.878	99.126
2632.6	-170.98	-70.025	22.203	102.35
2642.6	-172.99	-71.459	22.005	100.88
2652.6	-170.93	-69.335	22.285	103.11
2662.6	-170.25	-68.88	22.308	103.3
2672.7	-177.08	-75.591	21.501	96.322
2682.7	-171.37	-70.551	22.106	102.19
2692.7	-177.53	-76.211	21.423	95.927
2702.7	-168.93	-67.967	22.324	104.13
2712.7	-169.34	-68.354	22.318	103.79
2722.7	-171.62	-70.555	22.063	101.32
2732.7	-169.45	-69.232	22.166	103
2742.7	-169.74	-69.019	22.178	102.91
2752.8	-168.6	-68.072	22.338	104.24
2762.8	-174.63	-73.451	21.686	98.324
2772.8	-170.29	-69.028	22.159	102.64
2782.8	-166.88	-66.539	22.485	105.72
2792.8	-168.27	-67.182	22.368	105.21
2802.8	-169.68	-69.046	22.187	103.21
2812.8	-170.3	-69.01	22.173	103.14
2822.8	-173.84	-72.422	21.735	99.456
2832.8	-178.69	-76.411	21.237	94.997
2842.8	-178.84	-76.992	21.18	94.283
2852.9	-170.39	-69.539	22.014	102.14
2862.9	-174.54	-73.628	21.558	98.061
2872.9	-179.63	-77.842	21.027	93.218
2882.9	-170.73	-70.454	21.908	101.27
2892.9	-175.69	-74.277	21.465	96.889
2902.9	-169.22	-69.336	22.043	102.64
2912.9	-171.47	-70.642	21.865	100.87
2922.9	-172.54	-71.576	21.764	99.919
2932.9	-170.11	-69.35	22.024	102.52
2942.9	-177.48	-75.635	21.286	95.597
2952.9	-172.51	-71.752	21.727	99.679
2963	-176.63	-75.326	21.289	95.758
2973	-170.58	-69.477	22.009	102.12
2983	-173.37	-72.227	21.663	99.013
2993	-170.19	-68.866	22.027	102.9
3003	-171.9	-70.45	21.865	100.67
3013	-176.83	-75.111	21.278	95.666
3023	-176.34	-74.788	21.329	96.03
3033	-176.54	-75.011	21.287	95.952
3043	-179.24	-77.41	21.028	93.51
