0	-0.14434
10.218	-0.1353
20.449	-0.27335
30.694	-0.3318
40.924	-0.018902
51.13	-0.15395
61.35	-1.0487
71.589	-0.41524
81.824	-0.30215
92.041	-1.2331
102.28	-0.68862
112.49	-0.90558
122.74	-0.58555
132.97	-1.2756
143.19	-1.3433
153.42	-1.6266
163.64	-1.6897
173.86	-1.458
184.08	-1.9913
194.31	-1.1496
204.55	-1.5408
214.77	-0.92707
225	-1.7158
235.23	-1.6316
245.45	-1.8812
255.67	-1.5435
265.88	-1.6784
276.1	-2.0138
286.33	-1.6648
296.56	-1.6125
306.78	-1.5832
317	-1.4934
327.21	-1.5887
337.45	-1.2791
347.67	-0.91352
357.9	-0.64311
368.12	-0.47863
378.32	-1.0637
388.55	-0.97637
398.78	-0.6309
409.01	-0.42963
419.23	-1.1505
429.47	-0.34901
439.7	-0.36271
449.92	-0.49915
460.15	-0.34102
470.37	-0.79232
480.6	-0.17267
490.84	-0.23232
501.07	0.12156
511.32	-0.21021
521.55	-0.18721
531.77	-0.36433
541.99	-0.67114
552.23	-0.88077
562.44	-0.14834
572.66	-0.016852
582.9	-0.47114
593.14	-0.33857
603.36	-0.46626
613.6	-0.11086
623.83	-0.34593
634.06	-0.16006
644.27	-0.36568
654.48	-0.052009
664.72	-0.42526
674.95	-1.1214
685.17	-0.50858
695.39	0.074664
705.61	-0.64094
715.83	-0.65555
726.06	-0.25832
736.28	-0.74606
746.52	-0.96896
756.73	-0.68775
766.95	-1.1719
777.17	-1.0398
787.4	-0.63333
797.61	-0.33051
807.82	-0.33863
818.04	-0.41672
828.25	-0.58012
838.48	0.22045
848.68	-0.46318
858.9	-0.079195
869.16	-0.034728
879.38	0.87944
889.62	-0.29581
899.82	-0.5273
910.06	-0.27827
920.28	-0.41154
930.52	-1.0895
940.76	-0.24205
950.99	-0.96435
961.21	-0.6334
971.44	-0.45505
981.66	-0.65543
991.87	-0.98787
1002.1	-0.90107
1012.3	-1.1215
1022.5	-0.73799
1032.8	-1.1777
1043	-1.345
1053.2	-1.0825
1063.4	-1.5972
1073.6	-1.2965
1083.8	-1.8566
1094.1	-1.9507
1104.3	-2.0689
1114.5	-2.1544
1124.7	-1.7618
1135	-2.1762
1145.2	-2.1843
1155.4	-2.3117
1165.6	-2.2621
1175.8	-2.7433
1186	-2.7518
1196.3	-3.1082
1206.5	-3.0962
1216.7	-2.942
1226.9	-3.073
1237.2	-2.793
1247.4	-3.596
1257.6	-2.9598
1267.9	-2.6642
1278.1	-3.2493
1288.3	-3.2535
1298.5	-2.9191
1308.8	-2.5244
1319	-2.2572
1329.2	-2.5939
1339.4	-2.1956
1349.6	-2.2798
1359.9	-2.2665
1370.1	-1.6623
1380.3	-2.5274
1390.5	-2.7494
1400.8	-2.8547
1411	-2.2716
1421.2	-2.4631
1431.4	-2.4132
1441.6	-2.3297
1451.9	-2.5382
1462.1	-2.7222
1472.3	-2.6384
1482.5	-3.0509
1492.7	-2.4619
1503	-2.3023
1513.2	-2.8798
1523.4	-2.6411
1533.6	-2.3773
1543.9	-2.5839
1554.1	-2.5322
1564.3	-2.6194
1574.5	-2.6649
1584.8	-2.7923
1595	-2.3758
1605.2	-2.207
1615.4	-2.4465
1625.7	-2.1071
1635.9	-1.8146
1646.1	-1.9385
1656.3	-1.622
1666.6	-1.3629
1676.8	-2.0692
1687	-2.1793
1697.2	-1.477
1707.4	-2.0072
1717.7	-2.523
1727.9	-1.6312
1738.1	-0.92698
1748.3	-1.7346
1758.6	-2.0251
1768.8	-2.326
1779	-2.3803
1789.3	-2.3296
1799.5	-2.3054
1809.7	-2.3138
1819.9	-2.4129
1830.1	-2.0641
1840.4	-2.3993
1850.6	-1.9799
1860.8	-2.4579
1871	-2.1212
1881.2	-2.003
1891.4	-2.1227
1901.6	-2.452
1911.8	-2.632
1922.1	-2.4762
1932.3	-2.3119
1942.5	-2.8737
1952.7	-2.7497
1962.9	-3.2189
1973.1	-3.3451
1983.4	-3.0309
1993.6	-3.0802
2003.8	-3.4847
2014	-3.4959
2024.2	-3.6787
2034.5	-3.8435
2044.7	-3.9906
2054.9	-3.9914
2065.2	-3.5493
2075.4	-3.749
2085.6	-3.8955
2095.8	-3.8833
2106	-4.1486
2116.3	-4.0525
2126.5	-4.8978
2136.7	-4.0367
2146.9	-4.6076
2157.1	-4.3853
2167.3	-4.1664
2177.6	-4.7776
2187.8	-4.4654
2198	-5.0628
2208.2	-4.9153
2218.4	-5.1465
2228.7	-5.265
2238.9	-5.4972
2249.1	-4.735
2259.4	-5.3566
2269.6	-4.7491
2279.8	-5.0766
2290	-4.627
2300.3	-5.789
2310.5	-5.3278
2320.7	-5.6176
2330.9	-5.0246
2341.1	-4.7675
2351.4	-4.5609
2361.6	-4.5632
2371.8	-4.9461
2382.1	-6.1132
2392.3	-4.7571
2402.5	-4.6893
2412.7	-4.3382
2422.9	-4.9029
2433.2	-4.8538
2443.4	-5.1477
2453.6	-4.7016
2463.8	-4.6894
2474	-4.8553
2484.3	-4.6806
2494.5	-4.5008
2504.7	-4.6036
2515	-4.7552
2525.2	-4.4938
2535.4	-4.7912
2545.6	-4.5259
2555.9	-4.0042
2566.1	-4.4335
2576.3	-4.1383
2586.5	-3.9669
2596.8	-4.3672
2607	-4.562
2617.2	-3.8594
2627.4	-3.6731
2637.6	-3.8972
2647.9	-3.6767
2658.1	-3.6934
2668.3	-3.8201
2678.6	-3.7218
2688.8	-4.1524
2699	-3.7991
2709.2	-4.1631
2719.5	-3.6432
2729.7	-3.4854
2739.9	-3.9595
2750.1	-3.4818
2760.4	-3.3796
2770.6	-3.5929
2780.8	-3.7417
2791.1	-3.6822
2801.3	-3.6489
2811.5	-4.2846
2821.7	-3.8471
2831.9	-4.8544
2842.2	-4.3262
2852.4	-4.3286
2862.6	-4.4623
2872.8	-3.7363
2883	-4.1915
2893.3	-5.3482
2903.5	-5.2963
2913.7	-5.3459
2923.9	-4.675
2934.2	-5.6395
2944.4	-5.3125
2954.6	-5.4831
2964.8	-5.2732
2975.1	-5.0616
2985.3	-5.8247
2995.5	-5.6221
3005.7	-5.9889
3015.9	-5.9878
3026.2	-6.2535
3036.4	-5.9589
3046.6	-7.0324
3056.8	-6.733
3067	-6.4988
3077.2	-6.0774
3087.4	-6.6917
3097.7	-6.86
3107.9	-7.056
3118.1	-7.2933
3128.3	-6.9214
3138.5	-7.0835
3148.8	-7.1833
3159	-7.7408
3169.2	-7.3886
3179.4	-7.4436
3189.6	-7.3432
3199.8	-7.0975
3210.1	-7.114
3220.3	-7.2713
3230.5	-7.174
3240.7	-7.795
3250.9	-7.6597
3261.1	-7.5601
3271.3	-8.3238
3281.6	-7.6428
3291.8	-8.3644
3302	-7.9063
3312.2	-8.6058
3322.4	-7.7967
3332.6	-7.5844
3342.9	-8.4121
3353.1	-7.6387
3363.3	-7.7005
3373.5	-7.5689
3383.8	-7.6873
3394	-7.3762
3404.2	-7.564
3414.4	-7.4311
3424.7	-7.0323
3434.9	-7.281
3445.1	-7.6951
3455.3	-7.4213
3465.5	-7.6612
