-0.12716	1.1033
-0.10872	1.1017
-0.13299	1.0997
-0.14357	1.0986
-0.14042	1.0953
-0.1169	1.0996
-0.12808	1.0937
-0.12974	1.0965
-0.12666	1.0967
-0.12953	1.1007
-0.12522	1.1011
