-0.27422	-0.66006
-0.27742	-0.65246
-0.28174	-0.6477
-0.27933	-0.64377
-0.26986	-0.64531
-0.27588	-0.63876
-0.27311	-0.63279
-0.26725	-0.63149
-0.27344	-0.62555
-0.27255	-0.62329
-0.26627	-0.62619
